62	80	58	41	45
93	24	22	26	73
61	71	89	96	88
71	95	52	14	2
99	64	3	7	5
59	34	36	13	31
68	86	95	14	47
13	54	87	27	46
13	57	10	88	64
88	60	87	75	9
25	31	20	29	15
65	28	67	25	17
4	7	11	99	69
70	25	66	17	58
85	95	53	69	88
42	9	50	16	15
94	67	69	10	96
82	100	33	33	92
72	43	100	24	23
75	56	91	27	40
51	87	38	24	57
48	93	36	46	9
47	91	16	89	77
59	83	32	38	4
97	22	33	93	53
88	12	92	100	59
69	15	70	100	94
70	23	93	52	19
37	4	86	100	51
18	3	46	44	48
92	93	61	64	17
67	42	66	51	2
27	97	74	33	22
39	19	63	27	80
50	74	85	69	64
99	86	57	56	14
53	97	56	9	87
23	55	30	8	70
61	59	70	72	4
77	22	40	38	79
70	36	2	29	86
52	95	44	75	38
44	48	25	39	7
79	19	32	62	96
59	77	51	22	93
2	40	56	36	1
52	27	36	56	10
45	39	5	82	39
89	59	85	45	42
35	55	29	11	63
31	55	1	82	3
7	6	36	86	97
53	11	6	44	72
42	32	78	28	10
58	86	17	57	89
70	6	50	53	12
85	96	23	97	25
84	55	39	82	89
35	87	33	36	42
65	47	11	47	84
70	87	51	95	75
42	38	32	41	55
77	40	40	83	67
100	53	41	35	30
56	55	29	14	32
48	84	31	33	80
41	62	34	49	56
27	56	31	51	39
70	39	76	89	33
41	91	7	57	15
74	57	37	4	52
14	66	93	84	54
54	86	37	11	97
66	82	61	11	81
13	50	48	6	17
64	32	69	49	34
52	85	83	86	54
8	29	46	74	90
39	20	19	18	50
58	34	38	20	32
23	91	81	91	42
70	22	25	43	46
37	55	65	16	15
66	55	64	68	99
81	91	95	33	52
46	64	39	15	84
78	48	30	5	38
44	76	4	18	19
95	47	5	72	28
79	51	100	82	14
27	42	82	85	98
94	3	87	9	81
67	74	39	97	13
19	68	10	15	40
35	22	62	3	91
64	46	91	92	29
20	45	61	82	78
73	32	89	42	51
25	61	54	85	24
90	91	31	46	50
96	68	94	65	84
4	45	39	96	7
1	33	48	75	21
20	88	16	28	57
89	97	63	94	94
53	47	65	61	90
77	94	36	43	83
50	46	92	57	56
10	6	43	37	100
53	16	45	36	4
40	53	9	5	27
53	92	70	59	22
78	32	3	44	40
50	20	40	23	54
60	16	4	6	10
82	62	83	79	91
89	59	34	39	52
14	25	71	20	75
78	24	94	7	34
97	68	80	32	67
15	72	37	84	20
54	72	31	42	67
68	66	60	38	27
50	31	29	59	27
98	21	72	14	93
52	75	45	66	42
76	11	40	9	88
66	2	2	59	70
95	23	54	71	94
42	61	89	92	90
86	65	98	38	39
57	94	70	48	44
12	30	44	21	23
73	56	90	18	39
95	19	91	34	78
13	29	39	25	10
66	75	34	83	30
42	47	3	71	89
43	36	93	47	72
8	26	20	14	30
78	81	16	67	6
14	59	84	9	32
84	53	17	22	43
42	90	61	81	42
20	92	97	40	95
99	16	30	96	46
55	49	90	70	4
26	63	66	22	43
54	28	46	28	41
62	34	40	59	92
33	67	66	48	59
100	37	34	64	64
19	89	82	80	87
8	21	99	31	76
82	7	19	7	94
22	46	49	64	64
68	7	40	32	68
29	91	24	75	78
83	36	68	93	9
46	49	44	13	5
72	30	73	66	77
20	38	29	31	78
30	49	6	20	26
18	34	36	61	81
90	100	18	81	13
81	34	93	18	5
40	1	69	22	88
50	74	89	4	36
24	80	29	19	67
48	31	67	3	99
16	10	52	86	31
87	35	40	77	55
35	64	50	75	56
32	73	25	2	80
100	34	28	34	89
35	36	10	12	4
31	82	59	56	38
51	81	31	12	36
70	16	75	55	81
4	32	56	70	86
95	43	100	94	11
73	75	16	41	41
93	5	18	57	73
41	33	34	88	5
32	63	8	57	57
51	3	82	33	27
88	15	57	97	68
47	7	71	84	36
33	31	30	83	40
71	45	58	65	3
72	10	11	50	97
40	8	2	47	47
8	99	12	37	8
8	36	18	60	30
21	20	6	57	79
53	46	62	18	92
95	4	10	23	67
85	88	74	73	12
33	54	44	75	41
11	46	78	48	34
32	50	39	80	100
84	82	19	88	74
38	34	38	83	52
86	41	68	2	10
27	46	64	68	48
66	6	100	10	35
60	41	4	78	54
28	74	8	97	54
51	65	12	95	40
16	40	20	80	79
46	20	71	91	39
60	17	89	12	7
18	19	26	6	86
83	41	23	87	18
83	57	64	60	63
100	7	54	91	86
16	11	2	83	16
90	20	23	58	66
39	19	99	51	52
89	100	4	6	18
46	73	68	44	78
42	49	44	80	85
52	38	1	68	50
58	44	61	31	72
22	10	40	54	13
43	90	29	86	95
36	63	40	64	32
5	14	74	94	2
48	11	80	32	56
42	38	46	77	35
48	66	42	31	68
22	5	76	90	16
88	21	32	29	70
81	43	72	25	22
5	96	13	55	82
41	57	42	65	55
53	7	67	99	52
41	28	78	47	22
12	27	51	57	63
36	16	55	59	70
10	55	15	36	55
69	6	36	64	5
20	36	29	24	35
86	67	58	92	94
17	99	38	93	63
12	61	7	24	32
63	35	13	38	23
53	55	70	12	21
61	10	37	42	56
98	97	43	29	72
55	56	18	96	35
87	82	73	58	40
63	100	53	21	11
54	45	51	31	24
99	26	47	41	39
69	24	30	38	20
7	77	71	75	86
65	97	75	37	10
98	38	68	29	86
94	30	10	74	43
56	91	43	16	58
18	1	13	92	77
46	79	9	79	75
71	19	39	5	59
33	11	22	99	16
10	67	43	98	1
85	40	27	95	30
68	69	90	25	26
17	25	74	27	12
86	13	16	21	72
64	16	95	61	53
35	56	26	83	41
66	11	10	26	26
45	46	85	37	21
39	100	19	41	91
48	39	26	65	3
86	11	99	76	98
58	98	74	53	30
10	83	37	52	14
19	93	76	70	90
27	90	1	17	96
47	59	9	20	44
30	38	27	62	73
97	53	80	43	15
65	1	6	90	92
47	98	63	44	87
59	67	47	85	12
54	13	83	49	79
24	33	48	99	6
50	47	50	7	37
64	31	31	43	86
47	79	30	76	69
40	59	99	9	85
74	71	62	94	49
66	83	88	63	1
59	27	27	23	5
6	26	10	39	94
48	59	51	67	83
77	81	36	100	97
66	61	37	73	42
73	18	61	84	43
57	39	27	54	30
40	2	38	86	10
7	76	6	40	54
95	57	23	26	73
31	72	65	83	33
54	50	81	84	34
40	15	53	84	24
9	24	66	22	30
25	95	31	47	96
35	20	92	40	59
16	5	55	8	17
43	65	16	86	66
34	3	58	58	13
4	2	90	45	87
63	61	86	97	44
56	55	6	39	10
60	52	80	97	41
41	2	58	11	74
71	94	52	55	28
32	92	61	34	40
35	91	32	65	21
43	85	99	88	57
75	18	62	17	22
88	68	81	42	44
44	72	13	99	54
65	91	69	45	36
53	78	61	70	59
40	86	99	85	47
59	86	56	59	44
54	23	77	54	72
21	89	13	51	6
18	100	95	39	19
93	62	16	79	47
37	48	33	71	50
14	20	1	93	9
84	80	5	97	8
15	16	50	13	56
39	38	50	69	20
49	46	47	60	3
44	48	89	13	4
33	30	74	45	96
7	38	49	75	71
65	51	83	97	2
51	54	59	21	46
89	60	47	96	33
62	97	73	72	77
17	70	48	56	10
3	95	73	26	65
6	15	45	11	66
80	88	46	11	73
98	8	74	10	80
11	86	83	42	21
96	11	67	43	95
77	97	71	46	90
59	38	85	80	32
23	49	61	100	72
36	61	6	61	33
64	16	5	90	51
92	76	66	34	96
52	2	67	30	72
30	90	81	91	53
40	20	59	85	9
23	31	32	41	26
80	97	1	79	4
63	9	65	29	75
63	20	25	4	25
75	77	83	66	34
63	93	74	71	55
14	21	6	63	8
38	53	10	16	3
38	76	6	99	68
44	97	53	38	1
20	100	87	6	59
99	95	25	67	5
86	16	30	47	17
90	87	33	46	96
18	86	20	5	45
60	1	89	82	96
34	61	67	31	53
88	5	13	36	53
52	9	11	72	56
28	46	2	69	86
81	75	23	11	74
62	92	99	32	65
74	64	46	36	87
5	14	35	68	70
6	27	56	59	76
3	36	80	36	32
20	26	75	83	2
21	83	4	78	43
46	10	42	51	84
56	89	56	37	50
93	21	15	62	55
98	32	51	65	61
82	100	63	22	76
7	6	85	10	69
26	66	64	50	63
84	63	54	96	97
97	25	57	24	72
79	95	66	29	73
54	15	59	32	4
25	12	81	72	34
28	29	22	12	4
28	7	73	53	2
76	97	42	24	62
86	1	87	93	30
5	16	78	44	5
39	36	11	46	54
44	58	5	99	99
11	7	78	6	97
36	60	80	87	91
17	36	46	6	98
30	96	54	60	6
13	33	47	22	91
11	61	28	29	42
85	52	30	92	71
26	48	72	45	93
29	85	71	43	33
80	15	18	54	52
48	10	87	80	75
20	8	12	20	41
8	17	15	4	97
37	42	5	97	30
22	43	61	56	56
15	82	60	93	81
69	12	32	65	13
19	85	88	18	70
12	49	71	1	34
29	14	20	70	22
9	27	15	92	52
93	33	10	18	21
19	29	62	96	81
14	35	53	5	21
30	7	98	69	91
86	67	90	36	15
48	17	6	24	95
20	68	65	13	87
35	81	53	94	16
97	65	98	33	32
68	31	96	66	29
74	13	7	6	68
21	55	30	78	62
22	85	79	54	55
25	88	35	93	16
40	70	60	52	86
74	15	93	22	61
58	100	48	34	99
98	84	88	8	96
8	52	56	1	86
40	21	42	53	11
23	37	22	91	88
67	36	78	57	24
70	21	100	79	44
32	62	100	42	47
88	14	51	84	54
48	81	45	93	47
32	76	98	47	73
82	60	31	98	55
62	15	32	71	62
76	11	45	25	93
2	65	50	40	36
18	15	14	85	59
74	56	18	71	50
25	86	98	73	66
25	94	80	86	84
67	6	21	58	52
83	86	77	53	41
82	36	47	96	38
27	26	47	46	93
87	11	20	83	50
73	56	6	80	54
37	55	40	40	26
57	78	56	4	47
56	44	83	46	12
58	99	42	12	56
91	93	18	18	92
65	74	92	57	33
46	14	57	47	67
37	18	78	17	4
22	93	74	3	26
55	99	95	72	62
70	84	81	8	78
42	80	69	71	21
24	10	38	99	50
13	23	14	81	85
29	75	78	91	31
38	92	66	84	85
4	93	99	52	8
75	94	62	39	8
23	17	62	50	28
97	39	5	86	4
39	76	73	17	57
90	63	54	52	7
58	21	95	63	21
50	57	8	33	65
75	32	85	24	75
29	5	25	98	43
13	40	32	53	97
87	24	51	35	83
52	20	47	9	59
46	95	51	28	67
88	41	16	9	96
54	72	60	73	76
49	90	80	50	67
9	3	5	42	45
36	7	34	77	34
44	82	42	30	54
81	67	10	67	43
10	100	60	4	73
22	87	36	57	26
78	24	71	4	27
24	64	82	78	20
89	55	24	41	42
93	56	33	9	68
76	8	33	12	96
82	71	59	11	75
29	55	27	6	96
87	34	24	41	70
86	78	3	25	73
69	95	41	37	18
17	2	14	44	51
86	8	75	85	96
13	61	2	5	40
63	59	84	68	58
23	10	85	86	19
40	87	81	68	90
9	89	29	40	48
64	27	9	2	3
88	37	82	22	71
61	76	45	74	76
57	88	49	15	58
49	84	60	32	17
23	89	20	9	14
72	43	65	31	97
5	2	16	73	29
81	100	92	28	79
55	81	90	81	80
4	96	95	21	42
18	62	46	39	45
16	57	31	82	62
82	78	24	98	48
1	24	21	20	90
41	95	24	12	96
77	84	17	16	57
17	50	96	27	67
52	48	44	97	22
16	85	93	26	61
66	8	28	98	54
15	75	87	29	5
92	59	87	66	25
35	65	30	27	91
80	92	91	94	27
49	8	53	23	16
47	9	54	48	23
81	29	23	99	35
44	60	36	67	98
71	38	61	94	8
86	44	10	75	7
10	21	69	64	79
14	39	69	96	22
45	56	85	72	7
27	55	82	60	4
39	51	48	84	76
99	64	59	82	62
41	79	17	68	29
83	31	10	88	95
5	95	7	82	88
74	70	78	63	39
9	35	9	59	66
95	57	100	68	93
25	100	67	96	91
39	35	30	34	60
92	53	89	54	88
68	52	28	61	39
13	86	31	41	4
50	36	75	97	15
87	5	24	74	81
55	53	55	15	35
87	70	44	92	2
3	79	64	83	61
14	39	88	61	82
87	20	53	20	49
12	98	79	8	38
13	53	56	63	69
28	37	36	93	47
51	42	71	54	4
28	72	19	95	20
30	28	63	95	9
53	14	26	24	6
82	30	34	83	55
76	94	43	60	38
23	49	38	81	97
13	15	78	13	38
91	30	57	78	98
99	87	46	42	19
50	80	26	62	83
69	86	4	76	40
67	52	71	61	9
15	96	4	78	75
5	90	75	88	36
24	41	55	71	27
23	8	70	77	24
56	92	63	62	23
72	67	8	52	89
45	21	38	25	65
85	97	79	99	36
99	92	26	33	9
10	75	98	28	74
15	54	31	16	93
11	43	51	37	7
47	29	90	3	73
85	94	2	65	26
14	76	92	9	31
39	98	90	10	95
46	92	96	55	5
95	70	32	4	51
41	59	88	8	11
29	92	1	14	48
91	23	45	2	27
15	2	24	22	19
56	29	78	22	52
12	57	96	7	33
39	2	16	47	44
77	13	75	70	61
75	24	72	28	39
20	86	20	97	71
18	46	23	78	88
94	60	94	72	70
60	72	10	52	81
54	25	57	22	75
23	41	60	15	8
47	39	100	45	11
85	61	96	66	63
21	66	11	80	72
21	2	7	75	73
14	83	22	10	59
60	4	55	65	64
30	71	31	17	33
54	35	26	94	69
3	91	96	81	25
25	24	89	81	54
94	28	67	36	82
66	86	29	55	17
39	39	52	87	45
90	74	22	83	36
90	66	65	44	72
90	45	90	23	66
11	6	21	18	32
68	27	87	89	17
16	99	64	45	69
88	9	2	56	97
32	91	15	27	6
47	21	95	48	42
67	80	80	63	56
16	38	26	26	31
30	31	80	80	43
58	54	52	20	2
43	77	6	72	55
78	4	60	36	44
63	26	19	28	9
87	37	43	35	84
41	84	99	20	6
8	74	86	72	22
40	80	55	99	71
8	95	37	8	51
38	34	56	93	39
81	57	74	32	31
88	40	13	96	22
94	3	83	73	67
19	77	31	28	66
66	88	99	30	53
67	39	48	18	93
3	33	60	92	89
26	40	96	100	67
7	4	99	38	7
25	45	2	47	24
46	92	93	66	17
42	33	29	84	26
33	14	31	57	16
39	75	47	71	16
85	95	33	91	59
87	82	71	69	15
69	85	50	39	63
20	56	86	38	29
34	78	42	6	54
63	90	47	60	4
42	62	39	26	35
98	13	53	46	44
26	72	49	26	14
95	49	7	89	88
61	9	96	36	6
85	69	26	51	16
12	4	48	52	59
84	37	78	48	54
90	23	79	94	66
82	85	37	27	57
2	38	69	18	46
60	80	60	56	44
12	23	15	58	7
43	52	73	37	10
71	42	82	88	74
57	44	50	26	10
26	47	18	100	10
72	88	87	24	18
39	42	64	43	21
88	17	12	82	1
95	63	29	9	31
21	70	21	61	58
92	61	80	86	9
51	21	37	98	33
22	82	96	95	54
50	25	36	72	3
59	71	68	59	71
55	57	51	44	17
91	17	50	87	82
18	59	11	41	100
35	17	25	29	64
4	10	95	61	27
76	26	77	41	15
71	43	22	2	2
62	54	26	28	99
12	20	89	6	7
4	77	68	4	31
62	11	25	94	60
97	34	90	50	20
82	18	55	72	97
11	41	30	67	73
44	37	20	20	55
26	83	81	24	22
36	7	71	34	87
64	50	90	11	35
63	21	67	92	96
33	73	66	82	73
56	75	77	51	27
28	77	61	59	16
61	21	40	79	19
46	41	68	69	25
42	84	36	74	44
36	88	87	74	73
94	7	68	72	47
8	88	35	83	36
86	23	45	65	43
46	65	20	64	80
52	83	68	41	81
87	61	56	89	63
61	87	99	26	67
25	12	52	39	45
35	95	17	73	6
71	18	76	46	30
30	64	54	42	14
95	44	43	86	88
74	94	96	76	52
83	95	30	76	18
46	42	73	82	71
77	96	68	45	43
7	6	35	26	49
92	50	95	88	31
38	99	91	37	12
9	47	19	34	51
30	63	87	53	69
13	3	78	18	82
12	7	79	96	37
15	49	24	65	1
47	81	4	78	1
89	53	79	47	88
56	94	59	81	57
75	47	78	100	81
68	95	96	88	55
46	65	47	18	28
22	80	58	26	38
10	63	23	82	82
65	16	70	7	50
21	47	91	60	48
98	95	59	53	20
36	69	53	4	3
92	62	12	33	40
78	7	24	17	14
95	82	67	33	54
16	39	75	58	64
89	74	65	96	61
57	90	99	77	1
66	58	28	72	90
99	83	59	74	52
66	26	1	25	54
57	29	39	87	53
7	50	51	49	94
31	13	41	66	22
89	9	88	40	10
59	12	25	67	22
64	92	99	73	68
97	46	72	45	80
15	62	82	53	54
69	77	95	87	63
29	23	55	56	83
40	56	27	54	6
83	10	52	13	65
63	69	80	17	94
18	73	99	75	31
44	16	12	70	69
32	8	94	17	51
41	33	67	52	32
33	44	85	15	53
50	22	45	48	65
40	86	31	15	13
98	25	53	22	96
61	64	88	80	76
34	64	3	16	53
89	9	68	24	95
69	40	4	81	56
2	60	22	51	14
55	88	64	15	96
6	63	62	31	37
14	70	4	100	50
11	53	58	25	36
91	87	83	24	97
25	19	19	53	3
74	62	76	40	93
26	60	61	72	71
73	64	83	58	100
34	13	34	68	22
26	10	60	6	53
6	98	71	36	68
52	33	27	88	20
20	69	22	76	1
60	44	3	21	95
40	29	25	32	21
43	63	94	56	36
30	86	10	64	73
76	63	16	9	88
7	96	13	56	30
83	81	3	38	83
10	93	6	72	95
65	11	88	39	85
19	2	98	84	20
40	74	12	96	26
70	4	15	10	55
47	69	52	23	78
46	41	27	87	16
28	70	53	24	58
13	44	29	83	34
29	80	56	88	75
76	10	72	21	39
75	49	21	41	15
100	66	15	93	28
49	95	11	24	44
89	41	64	86	42
9	98	28	63	49
92	100	24	3	25
26	48	4	12	65
75	77	93	91	98
59	13	50	14	52
65	21	19	38	68
84	31	95	64	30
81	34	48	94	14
71	17	25	67	27
74	80	83	68	70
45	5	45	33	57
48	83	83	83	43
55	88	11	83	23
34	22	3	78	2
92	27	69	24	65
90	89	25	69	80
56	51	15	16	74
62	24	86	18	12
100	57	92	52	16
30	93	87	82	58
41	87	4	4	7
19	56	79	42	52
34	55	57	7	60
67	44	72	67	12
82	48	4	51	34
14	84	17	61	41
54	100	52	41	100
26	56	50	28	20
11	18	60	81	45
60	49	85	44	89
25	66	55	9	96
56	2	7	19	2
57	67	75	35	9
60	80	91	39	79
96	53	84	82	55
100	87	72	64	58
22	81	4	61	81
32	24	94	2	96
70	29	88	62	45
3	49	92	75	82
54	80	51	74	94
68	54	72	10	43
41	10	99	11	7
28	11	5	99	23
100	6	49	78	60
18	33	68	16	12
4	71	5	72	45
66	27	54	13	45
71	11	60	21	97
55	72	12	87	94
87	77	25	7	88
65	64	5	20	16
95	32	23	8	98
18	96	71	82	91
99	93	76	61	29
8	16	21	69	10
66	24	31	91	50
84	11	48	19	40
72	3	45	97	86
22	60	74	16	16
19	51	44	64	66
60	26	64	88	77
52	36	20	36	44
28	26	25	46	74
77	47	93	33	69
93	42	27	93	96
67	35	21	97	91
90	40	10	64	39
37	97	84	80	92
11	10	3	35	46
30	1	22	97	63
71	29	12	78	34
100	49	4	77	10
28	54	96	68	55
72	74	35	23	28
54	68	7	55	65
97	45	9	82	32
10	62	75	66	37
21	65	91	97	81
9	10	20	38	91
14	1	21	40	45
13	33	2	8	11
40	54	52	89	32
97	58	91	89	53
18	32	91	38	67
80	27	35	9	25
45	72	71	31	95
100	50	69	35	57
98	97	73	49	36
49	39	81	19	31
77	88	99	60	15
32	46	65	2	75
23	72	8	85	26
70	25	21	3	54
49	8	4	10	67
22	45	7	1	51
70	89	32	34	62
90	64	2	38	6
69	6	77	57	95
73	97	49	57	23
67	75	99	58	6
69	83	25	98	38
91	82	14	49	85
92	28	86	58	57
4	64	11	83	74
3	5	26	59	91
80	90	24	80	36
50	56	8	13	89
78	76	48	15	18
71	84	81	2	100
64	5	21	66	48
98	32	52	72	42
11	65	27	69	7
10	35	29	38	95
87	23	96	14	70
52	70	36	17	36
76	34	29	5	72
57	96	19	88	76
48	63	23	10	23
38	22	18	64	99
51	89	22	36	24
53	15	37	75	3
62	46	87	60	12
100	88	64	40	91
5	46	42	3	43
36	38	55	38	4
46	60	49	30	15
57	24	22	21	57
42	49	16	70	21
18	56	43	70	7
32	56	57	73	87
17	89	58	18	13
66	70	40	95	25
68	59	23	62	2
5	55	62	59	80
19	24	20	62	70
1	84	56	86	74
51	27	4	14	98
33	42	53	83	22
9	31	89	4	80
36	82	26	91	70
26	95	58	51	84
49	68	32	12	5
87	6	87	78	91
87	48	1	84	78
19	1	58	67	2
62	37	47	39	50
58	26	38	44	14
48	72	95	96	20
99	44	34	43	65
65	67	62	75	83
5	65	84	68	56
72	15	26	6	55
84	17	11	71	5
38	7	51	63	28
35	46	38	59	4
66	33	8	86	46
66	30	71	71	55
88	4	48	36	52
6	75	60	66	9
48	97	12	89	41
79	33	19	68	32
40	80	86	52	60
19	57	14	22	79
81	88	21	16	72
52	18	39	37	69
85	26	40	20	7
92	65	44	12	83
86	55	29	74	29
32	91	36	38	4
50	39	77	85	54
46	51	72	32	51
14	91	45	10	17
59	84	96	84	22
60	26	36	42	7
6	48	40	94	66
29	93	47	90	29
74	27	8	75	63
64	10	55	71	2
62	47	90	40	67
5	84	30	15	77
89	65	24	28	99
38	16	69	31	29
51	24	39	3	70
74	30	87	93	73
76	31	73	68	54
78	64	83	77	97
18	33	35	55	2
59	7	3	35	65
16	60	31	58	19
5	87	12	31	7
40	65	17	67	92
